EEID,satisfaction_level,satisfaction_level_bucket,last_evaluation,last_evaluation_bucket,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,salary,Burnout risk
EMP-11483,4,High,4,High,3,157,2,0,0,0,RandD,medium,Stable
EMP-11484,4,High,4,High,3,139,3,0,0,0,marketing,high,Stable
EMP-11485,4,High,3,Medium,4,196,2,1,0,0,sales,low,Stable
EMP-11486,4,High,5,High,3,159,2,0,0,0,accounting,medium,Stable
EMP-11487,4,High,3,Medium,4,224,4,1,0,0,support,medium,Stable
EMP-11488,4,High,3,Medium,3,215,7,1,0,0,technical,medium,Stable
EMP-11489,3,Medium,5,High,5,157,7,1,0,0,management,medium,Stable
EMP-11490,4,High,4,High,4,157,7,0,0,0,marketing,low,Stable
EMP-11491,3,Medium,5,High,5,146,7,1,0,0,marketing,low,Stable
EMP-11492,4,High,3,Medium,2,286,7,0,0,0,marketing,low,Stable
EMP-11493,3,Medium,4,High,3,203,3,0,0,0,sales,low,Stable
EMP-11494,3,Medium,3,Medium,3,168,7,0,0,0,sales,low,Stable
EMP-11495,4,High,4,High,3,170,7,0,0,0,sales,low,Stable
EMP-11496,2,Low,4,High,3,266,7,0,0,0,sales,low,Burnout Risk
EMP-11497,3,Medium,4,High,3,183,3,0,0,0,sales,low,Stable
EMP-11498,3,Medium,4,High,4,264,3,0,0,0,sales,low,Stable
EMP-11499,4,High,4,High,4,205,3,0,0,0,sales,low,Stable
EMP-11500,3,Medium,2,Low,2,192,3,0,0,0,sales,low,Stable
EMP-11501,4,High,4,High,3,176,3,0,0,0,technical,low,Stable
EMP-11502,3,Medium,3,Medium,3,183,2,0,0,0,support,low,Stable
EMP-11503,4,High,4,High,3,156,6,1,0,0,support,low,Stable
EMP-11504,4,High,4,High,3,150,3,0,0,0,support,low,Stable
EMP-11505,4,High,5,High,4,204,8,1,0,0,support,low,Stable
EMP-11506,4,High,4,High,5,131,8,0,0,0,support,low,Stable
EMP-11507,5,High,4,High,5,248,8,1,0,0,support,low,Stable
EMP-11508,3,Medium,3,Medium,4,168,8,0,0,0,support,low,Stable
EMP-11509,4,High,4,High,4,146,8,1,0,0,support,low,Stable
EMP-11510,3,Medium,3,Medium,4,246,3,0,0,0,support,low,Stable
EMP-11511,4,High,5,High,5,216,10,1,0,0,support,medium,Stable
EMP-11512,3,Medium,5,High,3,203,10,0,0,0,support,medium,Stable
EMP-11513,5,High,3,Medium,3,199,10,0,0,0,technical,medium,Stable
EMP-11514,3,Medium,3,Medium,2,102,8,0,0,0,technical,medium,Stable
EMP-11515,5,High,4,High,4,139,8,0,0,0,technical,medium,Stable
EMP-11516,4,High,5,High,5,208,8,1,0,0,management,medium,Stable
EMP-11517,3,Medium,3,Medium,4,215,4,0,0,0,IT,medium,Stable
EMP-11518,4,High,5,High,4,233,3,0,0,0,IT,medium,Stable
EMP-11519,3,Medium,4,High,3,169,10,0,0,0,IT,medium,Stable
EMP-11520,4,High,4,High,3,190,10,1,0,0,IT,medium,Stable
EMP-11521,4,High,4,High,4,236,7,0,0,0,IT,medium,Stable
EMP-11522,3,Medium,5,High,4,266,7,0,0,0,product_mng,medium,Stable
EMP-11523,3,Medium,3,Medium,4,156,7,0,0,0,product_mng,high,Stable
EMP-11524,4,High,3,Medium,4,153,7,0,0,0,product_mng,low,Stable
EMP-11525,4,High,4,High,3,175,3,0,0,0,product_mng,medium,Stable
EMP-11526,3,Medium,4,High,6,174,10,0,0,0,IT,medium,Stable
EMP-11527,2,Low,5,High,4,154,10,0,0,0,management,high,Stable
EMP-11528,5,High,3,Medium,5,251,10,0,0,0,management,high,Stable
EMP-11529,5,High,3,Medium,3,164,10,0,0,0,management,high,Stable
EMP-11530,3,Medium,4,High,2,225,10,0,0,0,management,high,Stable
EMP-11531,4,High,4,High,2,134,10,0,0,0,management,high,Stable
EMP-11532,5,High,4,High,3,144,3,0,0,0,management,high,Stable
EMP-11533,3,Medium,5,High,5,211,3,0,0,0,sales,low,Stable
EMP-11534,4,High,4,High,4,139,3,0,0,0,sales,low,Stable
EMP-11535,3,Medium,4,High,3,268,3,0,0,0,sales,low,Stable
EMP-11536,3,Medium,5,High,5,171,3,1,0,0,sales,low,Stable
EMP-11537,3,Medium,5,High,4,260,2,0,0,0,sales,medium,Stable
EMP-11538,2,Low,4,High,6,224,3,0,0,0,sales,medium,Burnout Risk
EMP-11539,4,High,3,Medium,4,233,3,0,0,0,sales,medium,Stable
EMP-11540,3,Medium,3,Medium,3,125,7,0,0,0,sales,medium,Stable
EMP-11541,3,Medium,5,High,4,233,7,0,0,0,sales,medium,Stable
EMP-11542,4,High,3,Medium,3,162,7,0,0,0,sales,medium,Stable
EMP-11543,5,High,3,Medium,4,198,7,0,0,0,sales,medium,Stable
EMP-11544,4,High,4,High,4,198,7,0,0,0,sales,medium,Stable
EMP-11545,3,Medium,4,High,3,243,3,1,0,0,sales,medium,Stable
EMP-11546,2,Low,3,Medium,4,281,7,0,0,0,sales,medium,Burnout Risk
EMP-11547,3,Medium,4,High,4,259,7,1,0,0,sales,medium,Stable
EMP-11548,4,High,5,High,4,184,7,0,0,0,sales,medium,Stable
EMP-11549,4,High,5,High,6,189,3,1,0,0,sales,medium,Stable
EMP-11550,4,High,3,Medium,4,258,3,0,0,0,sales,medium,Stable
EMP-11551,5,High,3,Medium,4,225,3,0,0,0,sales,medium,Stable
EMP-11552,3,Medium,4,High,5,145,3,0,0,0,sales,medium,Stable
EMP-11553,5,High,3,Medium,3,164,3,0,0,0,sales,medium,Stable
EMP-11554,4,High,3,Medium,4,254,2,0,0,0,sales,medium,Stable
EMP-11555,5,High,3,Medium,4,154,6,1,0,0,sales,medium,Stable
EMP-11556,3,Medium,4,High,5,248,3,0,0,0,sales,medium,Stable
EMP-11557,5,High,3,Medium,3,154,8,1,0,0,sales,medium,Stable
EMP-11558,4,High,5,High,3,242,8,0,0,0,sales,medium,Stable
EMP-11559,4,High,4,High,4,194,8,0,0,0,sales,medium,Stable
EMP-11560,2,Low,3,Medium,5,261,8,0,0,0,sales,medium,Burnout Risk
EMP-11561,4,High,3,Medium,3,245,8,0,0,0,sales,medium,Stable
EMP-11562,4,High,4,High,3,247,3,0,0,0,sales,low,Stable
EMP-11563,4,High,3,Medium,4,147,10,0,0,0,sales,low,Stable
EMP-11564,4,High,3,Medium,3,139,10,1,0,0,sales,low,Stable
EMP-11565,5,High,5,High,6,137,10,0,0,0,sales,low,Stable
EMP-11566,3,Medium,3,Medium,4,177,8,0,0,0,sales,low,Stable
EMP-11567,3,Medium,4,High,4,184,8,0,0,0,IT,low,Stable
EMP-11568,3,Medium,4,High,3,212,8,0,0,0,product_mng,low,Stable
EMP-11569,3,Medium,3,Medium,3,159,4,0,0,0,product_mng,low,Stable
EMP-11570,5,High,4,High,4,178,3,0,0,0,product_mng,low,Stable
EMP-11571,4,High,3,Medium,3,149,10,0,0,0,product_mng,low,Stable
EMP-11572,5,High,4,High,4,223,10,0,0,0,IT,low,Stable
EMP-11573,2,Low,4,High,6,263,7,0,0,0,management,high,Burnout Risk
EMP-11574,3,Medium,3,Medium,4,161,7,0,0,0,management,high,Stable
EMP-11575,3,Medium,4,High,3,192,7,0,0,0,management,high,Stable
EMP-11576,5,High,3,Medium,5,215,7,0,0,0,management,high,Stable
EMP-11577,3,Medium,4,High,4,261,3,0,0,0,management,high,Stable
EMP-11578,4,High,3,Medium,5,222,10,0,0,0,management,high,Stable
EMP-11579,3,Medium,5,High,3,223,10,0,0,0,marketing,low,Stable
EMP-11580,3,Medium,4,High,3,182,10,0,0,0,sales,low,Stable
EMP-11581,3,Medium,5,High,2,204,10,0,0,0,accounting,low,Stable
EMP-11582,3,Medium,5,High,3,195,10,0,0,0,support,low,Stable
EMP-11583,3,Medium,5,High,4,146,10,0,0,0,technical,low,Stable
EMP-11584,4,High,4,High,4,233,4,1,0,0,management,low,Stable
EMP-11585,5,High,4,High,2,147,3,0,0,0,marketing,low,Stable
EMP-11586,4,High,3,Medium,3,156,5,0,0,0,marketing,low,Stable
EMP-11587,2,Low,3,Medium,3,240,2,1,0,0,marketing,low,Burnout Risk
EMP-11588,4,High,5,High,4,177,7,0,0,0,sales,low,Stable
EMP-11589,4,High,4,High,3,135,7,0,0,0,sales,medium,Stable
EMP-11590,4,High,4,High,5,178,7,1,0,0,sales,medium,Stable
EMP-11591,3,Medium,4,High,3,190,7,0,0,0,sales,medium,Stable
EMP-11592,5,High,4,High,3,240,7,0,0,0,sales,medium,Stable
EMP-11593,4,High,4,High,4,172,3,0,0,0,sales,medium,Stable
EMP-11594,4,High,3,Medium,3,271,7,0,0,0,sales,medium,Stable
EMP-11595,2,Low,3,Medium,5,188,7,0,0,0,sales,medium,Stable
EMP-11596,3,Medium,3,Medium,4,197,7,0,0,0,IT,medium,Stable
EMP-11597,5,High,5,High,5,151,3,0,0,0,product_mng,medium,Stable
EMP-11598,4,High,4,High,3,263,3,0,0,0,product_mng,medium,Stable
EMP-11599,4,High,4,High,2,223,3,0,0,0,product_mng,medium,Stable
EMP-11600,5,High,4,High,4,151,3,0,0,0,product_mng,medium,Stable
EMP-11601,3,Medium,4,High,3,191,3,0,0,0,IT,high,Stable
EMP-11602,3,Medium,3,Medium,2,162,2,0,0,0,management,high,Stable
EMP-11603,4,High,4,High,5,195,6,0,0,0,management,high,Stable
EMP-11604,3,Medium,3,Medium,4,222,3,0,0,0,management,high,Stable
EMP-11605,5,High,5,High,3,179,8,0,0,0,management,high,Stable
EMP-11606,3,Medium,3,Medium,3,106,8,0,0,0,management,high,Stable
EMP-11607,4,High,4,High,3,214,8,1,0,0,management,high,Stable
EMP-11608,2,Low,4,High,3,259,8,1,0,0,marketing,high,Burnout Risk
EMP-11609,5,High,3,Medium,3,145,8,0,0,0,sales,low,Stable
EMP-11610,5,High,4,High,4,153,3,0,0,0,accounting,low,Stable
EMP-11611,4,High,3,Medium,2,117,10,1,0,0,support,low,Stable
EMP-11612,3,Medium,5,High,3,207,10,0,0,0,technical,low,Stable
EMP-11613,3,Medium,4,High,3,265,10,1,0,0,management,low,Stable
EMP-11614,2,Low,4,High,5,279,8,0,0,0,marketing,low,Burnout Risk
EMP-11615,4,High,5,High,4,225,8,0,0,0,marketing,low,Stable
EMP-11616,3,Medium,3,Medium,3,158,8,1,0,0,marketing,low,Stable
EMP-11617,4,High,4,High,4,211,4,0,0,0,sales,medium,Stable
EMP-11618,3,Medium,5,High,4,175,3,0,0,0,sales,medium,Stable
EMP-11619,3,Medium,5,High,4,224,10,0,0,0,sales,medium,Stable
EMP-11620,4,High,4,High,3,190,10,0,0,0,sales,medium,Stable
EMP-11621,5,High,4,High,5,240,7,0,0,0,sales,medium,Stable
EMP-11622,4,High,4,High,5,225,7,0,0,0,sales,medium,Stable
EMP-11623,4,High,5,High,5,192,7,0,0,0,sales,medium,Stable
EMP-11624,4,High,3,Medium,5,262,7,0,0,0,IT,medium,Stable
EMP-11625,4,High,5,High,3,250,3,1,0,0,product_mng,medium,Stable
EMP-11626,2,Low,3,Medium,3,155,10,0,0,0,product_mng,medium,Stable
EMP-11627,5,High,4,High,4,238,10,1,0,0,product_mng,medium,Stable
EMP-11628,3,Medium,4,High,4,249,10,0,0,0,product_mng,medium,Stable
EMP-11629,4,High,4,High,3,272,10,0,0,0,IT,medium,Stable
EMP-11630,4,High,4,High,4,162,10,0,0,0,management,high,Stable
EMP-11631,3,Medium,4,High,4,254,10,0,0,0,management,high,Stable
EMP-11632,4,High,4,High,4,184,3,0,0,0,management,high,Stable
EMP-11633,4,High,5,High,4,269,10,0,0,0,management,high,Stable
EMP-11634,4,High,4,High,3,201,10,0,0,0,management,high,Stable
EMP-11635,3,Medium,4,High,4,247,10,0,0,0,management,high,Stable
EMP-11636,3,Medium,4,High,6,221,10,0,0,0,marketing,medium,Stable
EMP-11637,5,High,4,High,5,247,10,0,0,0,sales,medium,Stable
EMP-11638,5,High,3,Medium,4,135,10,0,0,0,accounting,medium,Stable
EMP-11639,4,High,4,High,3,260,4,1,0,0,support,medium,Stable
EMP-11640,3,Medium,3,Medium,3,188,3,0,0,0,technical,high,Stable
EMP-11641,2,Low,4,High,4,159,5,0,0,0,management,low,Stable
EMP-11642,4,High,4,High,3,153,2,0,0,0,marketing,medium,Stable
EMP-11643,2,Low,4,High,5,167,7,0,0,0,marketing,medium,Stable
EMP-11644,5,High,4,High,3,158,7,0,0,0,marketing,medium,Stable
EMP-11645,4,High,4,High,3,180,7,0,0,0,sales,medium,Stable
EMP-11646,5,High,3,Medium,3,211,7,0,0,0,sales,medium,Stable
EMP-11647,2,Low,4,High,4,104,7,1,0,0,sales,medium,Stable
EMP-11648,2,Low,4,High,6,174,3,0,0,0,sales,medium,Stable
EMP-11649,5,High,4,High,3,195,7,0,0,0,sales,medium,Stable
EMP-11650,5,High,3,Medium,5,211,7,1,0,0,sales,medium,Stable
EMP-11651,3,Medium,4,High,5,232,7,0,0,0,sales,medium,Stable
EMP-11652,4,High,4,High,5,216,3,0,0,0,sales,low,Stable
EMP-11653,4,High,4,High,5,265,3,0,0,0,IT,low,Stable
EMP-11654,4,High,4,High,5,184,3,0,0,0,product_mng,low,Stable
EMP-11655,3,Medium,4,High,5,244,3,0,0,0,product_mng,low,Stable
EMP-11656,4,High,4,High,4,202,3,0,0,0,product_mng,low,Stable
EMP-11657,4,High,3,Medium,3,146,2,0,0,0,product_mng,low,Stable
EMP-11658,4,High,4,High,4,161,6,0,0,0,IT,low,Stable
EMP-11659,2,Low,4,High,5,280,3,1,0,0,RandD,high,Burnout Risk
EMP-11660,3,Medium,4,High,5,208,8,1,0,0,RandD,low,Stable
EMP-11661,3,Medium,4,High,6,134,8,0,0,0,RandD,high,Stable
EMP-11662,4,High,4,High,3,162,8,0,0,0,RandD,high,Stable
EMP-11663,4,High,3,Medium,5,209,8,1,0,0,RandD,low,Stable
EMP-11664,5,High,3,Medium,3,265,8,0,0,0,RandD,low,Stable
EMP-11665,5,High,4,High,4,173,3,0,0,0,marketing,high,Stable
EMP-11666,5,High,5,High,4,261,10,1,0,0,sales,low,Stable
EMP-11667,3,Medium,4,High,3,204,10,0,0,0,accounting,medium,Stable
EMP-11668,3,Medium,4,High,3,144,10,1,0,0,support,high,Stable
EMP-11669,4,High,3,Medium,5,113,8,0,0,0,technical,medium,Stable
EMP-11670,3,Medium,5,High,4,144,8,0,0,0,management,medium,Stable
EMP-11671,4,High,5,High,5,140,8,0,0,0,marketing,medium,Stable
EMP-11672,3,Medium,4,High,3,245,4,0,0,0,marketing,medium,Stable
EMP-11673,5,High,3,Medium,3,188,3,0,0,0,marketing,high,Stable
EMP-11674,5,High,4,High,5,199,10,1,0,0,sales,medium,Stable
EMP-11675,2,Low,3,Medium,6,154,10,1,0,0,sales,medium,Stable
EMP-11676,5,High,4,High,4,138,7,0,0,0,sales,medium,Stable
EMP-11677,4,High,3,Medium,3,147,7,0,0,0,sales,high,Stable
EMP-11678,2,Low,3,Medium,6,173,7,0,0,0,sales,medium,Stable
EMP-11679,4,High,4,High,3,223,7,0,0,0,sales,high,Stable
EMP-11680,3,Medium,4,High,3,200,3,0,0,0,sales,low,Stable
EMP-11681,5,High,5,High,4,189,10,0,0,0,sales,medium,Stable
EMP-11682,3,Medium,4,High,5,133,10,0,0,0,technical,medium,Stable
EMP-11683,5,High,3,Medium,3,160,10,0,0,0,support,medium,Stable
EMP-11684,4,High,4,High,3,153,10,0,0,0,support,medium,Stable
EMP-11685,3,Medium,3,Medium,4,142,10,1,0,0,support,low,Stable
EMP-11686,2,Low,3,Medium,3,167,10,0,0,0,support,low,Stable
EMP-11687,4,High,4,High,4,227,2,0,0,0,support,low,Stable
EMP-11688,5,High,5,High,4,144,4,0,0,0,support,low,Stable
EMP-11689,3,Medium,4,High,4,140,3,0,0,0,support,low,Stable
EMP-11690,4,High,3,Medium,4,220,3,1,0,0,support,low,Stable
EMP-11691,2,Low,3,Medium,3,180,3,0,0,0,support,low,Stable
EMP-11692,4,High,5,High,4,173,4,0,0,0,support,low,Stable
EMP-11693,2,Low,3,Medium,3,179,5,0,0,0,support,low,Stable
EMP-11694,2,Low,5,High,5,137,5,1,0,0,technical,low,Stable
EMP-11695,4,High,4,High,3,165,3,0,0,0,technical,high,Stable
EMP-11696,4,High,5,High,3,177,3,0,0,0,technical,low,Stable
EMP-11697,4,High,3,Medium,5,168,3,0,0,0,management,low,Stable
EMP-11698,3,Medium,4,High,3,245,4,0,0,0,IT,low,Stable
EMP-11699,3,Medium,4,High,5,258,2,0,0,0,IT,low,Stable
EMP-11700,4,High,5,High,3,159,2,0,0,0,IT,high,Stable
EMP-11701,3,Medium,4,High,3,163,3,1,0,0,IT,low,Stable
EMP-11702,4,High,5,High,3,174,2,0,0,0,IT,low,Stable
EMP-11703,3,Medium,3,Medium,3,214,2,1,0,0,product_mng,low,Stable
EMP-11704,5,High,4,High,4,191,3,1,0,0,product_mng,high,Stable
EMP-11705,2,Low,3,Medium,5,272,5,0,0,0,product_mng,low,Burnout Risk
EMP-11706,3,Medium,3,Medium,3,183,2,0,0,0,product_mng,medium,Stable
EMP-11707,3,Medium,4,High,4,135,2,0,0,0,IT,high,Stable
EMP-11708,3,Medium,4,High,6,154,2,0,0,0,management,high,Stable
EMP-11709,4,High,4,High,5,238,3,0,0,0,management,high,Stable
EMP-11710,4,High,5,High,2,235,3,0,0,0,management,high,Stable
EMP-11711,4,High,5,High,3,215,4,0,0,0,management,high,Stable
EMP-11712,4,High,4,High,5,234,2,0,0,0,management,high,Stable
EMP-11713,4,High,5,High,4,187,3,0,0,0,management,high,Stable
EMP-11714,3,Medium,4,High,3,133,3,0,0,0,sales,medium,Stable
EMP-11715,2,Low,4,High,3,123,5,0,0,0,sales,medium,Stable
EMP-11716,4,High,3,Medium,4,202,3,0,0,0,sales,medium,Stable
EMP-11717,3,Medium,4,High,4,140,3,0,0,0,sales,medium,Stable
EMP-11718,4,High,4,High,4,182,3,1,0,0,sales,high,Stable
EMP-11719,3,Medium,3,Medium,3,179,2,1,0,0,sales,low,Stable
EMP-11720,2,Low,4,High,3,150,3,1,0,0,sales,medium,Stable
EMP-11721,5,High,4,High,4,151,3,0,0,0,sales,medium,Stable
EMP-11722,2,Low,5,High,6,117,7,0,0,0,sales,medium,Stable
EMP-11723,3,Medium,4,High,3,156,7,0,0,0,sales,medium,Stable
EMP-11724,4,High,3,Medium,3,211,7,0,0,0,sales,medium,Stable
EMP-11725,2,Low,4,High,6,286,7,0,0,1,sales,medium,Burnout Risk
EMP-11726,3,Medium,4,High,5,233,7,0,0,1,sales,medium,Stable
EMP-11727,5,High,5,High,4,222,3,1,0,1,sales,medium,Stable
EMP-11728,5,High,4,High,4,258,7,0,0,1,sales,medium,Stable
EMP-11729,5,High,4,High,5,231,7,0,0,1,sales,high,Stable
EMP-11730,5,High,3,Medium,3,220,7,0,0,1,sales,low,Stable
EMP-11731,4,High,4,High,4,134,3,0,0,1,sales,low,Stable
EMP-11732,2,Low,5,High,6,141,3,1,0,0,sales,low,Stable
EMP-11733,4,High,4,High,5,160,3,1,0,0,sales,high,Stable
EMP-11734,3,Medium,3,Medium,4,259,3,0,0,0,sales,low,Stable
EMP-11735,5,High,4,High,5,232,3,0,0,0,sales,low,Stable
EMP-11736,2,Low,4,High,5,272,2,0,0,0,sales,low,Burnout Risk
EMP-11737,4,High,4,High,3,215,6,0,0,0,sales,high,Stable
EMP-11738,3,Medium,4,High,4,222,3,0,0,0,sales,low,Stable
EMP-11739,5,High,3,Medium,3,244,8,0,0,0,sales,low,Stable
EMP-11740,5,High,4,High,5,224,8,1,0,0,sales,low,Stable
EMP-11741,4,High,3,Medium,5,200,8,1,0,0,sales,low,Stable
EMP-11742,5,High,3,Medium,4,143,8,0,0,0,sales,low,Stable
EMP-11743,4,High,4,High,5,238,8,0,0,0,sales,low,Stable
EMP-11744,3,Medium,5,High,4,145,3,0,0,0,sales,low,Stable
EMP-11745,2,Low,4,High,4,108,10,0,0,0,sales,medium,Stable
EMP-11746,4,High,3,Medium,3,247,10,0,0,0,sales,medium,Stable
EMP-11747,3,Medium,4,High,3,213,10,0,0,0,sales,medium,Stable
EMP-11748,5,High,3,Medium,4,209,8,1,0,0,IT,medium,Stable
EMP-11749,3,Medium,5,High,4,240,8,0,0,0,product_mng,medium,Stable
EMP-11750,3,Medium,3,Medium,3,100,8,1,0,0,product_mng,medium,Stable
EMP-11751,5,High,5,High,4,265,4,1,0,0,product_mng,medium,Stable
EMP-11752,4,High,3,Medium,3,209,3,0,0,0,product_mng,medium,Stable
EMP-11753,3,Medium,4,High,3,154,10,0,0,0,IT,medium,Stable
EMP-11754,3,Medium,4,High,5,230,10,0,0,0,management,high,Stable
EMP-11755,5,High,3,Medium,4,208,7,0,0,1,management,high,Stable
EMP-11756,3,Medium,3,Medium,2,141,7,1,0,1,management,high,Stable
EMP-11757,4,High,4,High,3,262,7,1,0,1,management,high,Stable
EMP-11758,3,Medium,4,High,4,206,7,0,0,1,management,high,Stable
EMP-11759,4,High,5,High,3,166,3,1,0,1,management,high,Stable
EMP-11760,2,Low,3,Medium,4,117,10,0,0,1,marketing,medium,Stable
EMP-11761,5,High,4,High,4,273,10,0,0,0,sales,medium,Stable
EMP-11762,4,High,5,High,4,270,10,0,0,0,accounting,medium,Stable
EMP-11763,3,Medium,5,High,3,138,10,0,0,0,support,low,Stable
EMP-11764,4,High,4,High,3,235,10,0,0,0,technical,low,Stable
EMP-11765,5,High,4,High,4,190,10,1,0,0,management,low,Stable
EMP-11766,4,High,4,High,3,192,3,0,0,0,marketing,low,Stable
EMP-11767,5,High,4,High,5,214,3,1,0,0,marketing,low,Stable
EMP-11768,4,High,4,High,4,242,2,1,0,0,marketing,low,Stable
EMP-11769,4,High,4,High,4,233,2,0,0,0,sales,low,Stable
EMP-11770,5,High,3,Medium,3,218,4,0,0,0,sales,low,Stable
EMP-11771,4,High,3,Medium,5,125,4,0,0,0,sales,low,Stable
EMP-11772,4,High,3,Medium,4,178,2,0,0,0,sales,low,Stable
EMP-11773,5,High,3,Medium,5,272,3,0,0,0,sales,low,Stable
EMP-11774,4,High,3,Medium,3,265,4,0,0,0,sales,low,Stable
EMP-11775,4,High,4,High,4,271,3,0,0,0,sales,low,Stable
EMP-11776,4,High,3,Medium,3,179,3,1,0,0,sales,low,Stable
EMP-11777,2,Low,4,High,3,118,4,0,0,0,IT,low,Stable
EMP-11778,3,Medium,4,High,4,196,5,0,0,0,product_mng,low,Stable
EMP-11779,4,High,3,Medium,4,173,2,0,0,0,product_mng,low,Stable
EMP-11780,4,High,4,High,4,156,3,0,0,0,product_mng,low,Stable
EMP-11781,3,Medium,4,High,2,180,3,0,0,0,product_mng,low,Stable
EMP-11782,4,High,4,High,4,263,3,0,0,0,IT,low,Stable
EMP-11783,4,High,4,High,5,134,3,0,0,0,management,high,Stable
EMP-11784,4,High,5,High,3,189,3,1,0,0,management,high,Stable
EMP-11785,3,Medium,5,High,4,167,4,0,0,0,management,high,Stable
EMP-11786,4,High,4,High,5,132,2,1,0,0,management,high,Stable
EMP-11787,3,Medium,5,High,3,209,2,0,0,0,management,high,Stable
EMP-11788,4,High,3,Medium,2,227,5,1,0,0,management,high,Stable
EMP-11789,4,High,5,High,4,239,3,0,0,0,marketing,medium,Stable
EMP-11790,5,High,3,Medium,4,172,4,0,0,0,sales,medium,Stable
EMP-11791,5,High,5,High,3,188,4,0,0,0,accounting,medium,Stable
EMP-11792,3,Medium,4,High,3,265,3,0,0,0,support,medium,Stable
EMP-11793,4,High,4,High,3,153,3,1,0,0,technical,medium,Stable
EMP-11794,3,Medium,5,High,4,242,2,0,0,0,management,medium,Stable
EMP-11795,5,High,3,Medium,4,262,3,1,0,1,marketing,medium,Stable
EMP-11796,4,High,3,Medium,3,246,2,0,0,1,marketing,high,Stable
EMP-11797,5,High,5,High,4,211,2,0,0,1,marketing,low,Stable
EMP-11798,3,Medium,3,Medium,3,145,4,0,0,1,sales,medium,Stable
EMP-11799,4,High,4,High,4,256,3,0,0,1,sales,medium,Stable
EMP-11800,4,High,5,High,2,245,2,1,0,1,sales,medium,Stable
EMP-11801,5,High,3,Medium,3,151,3,0,0,0,sales,medium,Stable
EMP-11802,5,High,4,High,4,245,2,0,0,0,sales,low,Stable
EMP-11803,4,High,3,Medium,4,171,3,0,0,0,sales,low,Stable
EMP-11804,4,High,5,High,3,252,2,0,0,0,sales,low,Stable
EMP-11805,3,Medium,4,High,3,175,2,0,0,0,IT,low,Stable
EMP-11806,4,High,5,High,4,210,3,0,0,0,product_mng,low,Stable
EMP-11807,4,High,5,High,2,180,2,0,0,0,product_mng,low,Stable
EMP-11808,4,High,5,High,5,103,5,0,0,0,product_mng,low,Stable
EMP-11809,5,High,3,Medium,4,110,3,0,0,0,product_mng,low,Stable
EMP-11810,4,High,5,High,5,184,3,0,0,0,IT,low,Stable
EMP-11811,4,High,3,Medium,4,161,2,0,0,0,management,high,Stable
EMP-11812,4,High,3,Medium,5,210,3,0,0,0,management,high,Stable
EMP-11813,3,Medium,5,High,2,212,2,0,0,0,management,high,Stable
EMP-11814,3,Medium,3,Medium,6,106,6,0,0,0,management,high,Stable
EMP-11815,5,High,4,High,4,179,3,0,0,0,management,high,Stable
EMP-11816,4,High,3,Medium,5,217,3,0,0,0,management,high,Stable
EMP-11817,4,High,4,High,4,184,3,0,0,0,marketing,low,Stable
EMP-11818,4,High,3,Medium,3,210,2,0,0,0,sales,low,Stable
EMP-11819,3,Medium,3,Medium,4,246,2,0,0,0,accounting,low,Stable
EMP-11820,4,High,3,Medium,4,262,3,0,0,0,support,low,Stable
EMP-11821,3,Medium,4,High,4,245,3,1,0,1,technical,low,Stable
EMP-11822,3,Medium,5,High,3,222,3,1,0,1,management,low,Stable
EMP-11823,4,High,3,Medium,4,146,4,0,0,1,marketing,medium,Stable
EMP-11824,4,High,4,High,4,263,3,0,0,1,marketing,medium,Stable
EMP-11825,2,Low,3,Medium,5,134,2,0,0,1,marketing,medium,Stable
EMP-11826,4,High,4,High,5,250,4,0,0,1,sales,medium,Stable
EMP-11827,3,Medium,4,High,4,173,3,0,0,0,sales,medium,Stable
EMP-11828,3,Medium,5,High,6,173,3,0,0,0,sales,medium,Stable
EMP-11829,4,High,4,High,4,252,3,1,0,0,sales,medium,Stable
EMP-11830,4,High,3,Medium,2,230,4,0,0,0,sales,medium,Stable
EMP-11831,4,High,4,High,4,212,2,1,0,0,sales,medium,Stable
EMP-11832,4,High,4,High,5,187,2,0,0,0,sales,medium,Stable
EMP-11833,4,High,4,High,5,241,2,0,0,0,sales,medium,Stable
EMP-11834,3,Medium,5,High,3,164,4,0,0,0,IT,medium,Stable
EMP-11835,2,Low,5,High,6,218,6,1,0,0,product_mng,high,Burnout Risk
EMP-11836,2,Low,3,Medium,4,194,3,0,0,0,product_mng,low,Stable
EMP-11837,4,High,5,High,3,158,2,0,0,0,product_mng,medium,Stable
EMP-11838,3,Medium,5,High,2,149,4,0,0,0,product_mng,medium,Stable
EMP-11839,3,Medium,3,Medium,4,161,2,0,0,0,IT,medium,Stable
EMP-11840,3,Medium,5,High,5,226,2,0,0,0,management,high,Stable
EMP-11841,3,Medium,3,Medium,2,111,2,0,0,0,management,high,Stable
EMP-11842,4,High,4,High,4,258,3,0,0,0,management,high,Stable
EMP-11843,3,Medium,3,Medium,3,266,2,0,0,0,management,high,Stable
EMP-11844,4,High,4,High,3,253,3,0,0,0,management,high,Stable
EMP-11845,4,High,4,High,5,160,3,0,0,0,management,high,Stable
EMP-11846,4,High,3,Medium,5,230,3,1,0,0,marketing,low,Stable
EMP-11847,3,Medium,4,High,5,198,3,0,0,0,sales,low,Stable
EMP-11848,4,High,4,High,3,250,3,0,0,0,accounting,low,Stable
